二筛排名,代码,TS代码,板块,简称,二筛总分,评级档,异常惩罚,PE_TTM,扣非PE,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,FCF净利润转化率,股数3年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,经营现金流_原始值
387,601339,601339.SH,沪,百隆东方,32.4,C-暂缓,8.0,14.3128,15.1353,17.05,5.08,12.38,否,应收增速>营收,3.99,-25.12,64.11,18.19,-9.3,13.67,8.35,6.98,4.72,31.29,0.4554,7.96,1.5046,-0.01,-1.02,59.96,1087885413
388,002572,002572.SZ,深,索菲亚,32.3,C-暂缓,8.0,9.1579,9.737,47.33,2.32,-5.14,否,FCF/NI<70%,-5.85,-4.38,nan,-3.26,-13.65,35.7,10.04,12.12,6.27,43.16,0.7593,26.16,-0.5971,1.82,-10.74,-34.38,-321026193
389,002867,002867.SZ,深,周大生,32.3,C-暂缓,18.0,11.6749,12.1376,17.33,11.64,1.69,否,经营现金流3Y为负；FCF/NI<70%,-7.45,0.45,-23.03,-31.25,14.37,31.35,12.5,17.18,13.65,22.08,0.2834,72.49,0.3223,-0.32,-36.54,10.0,464011855
390,002120,002120.SZ,深,韵达股份,32.2,C-暂缓,10.0,14.3079,14.8132,27.15,8.97,-3.91,否,经营现金流3Y为负,2.76,-8.06,-11.36,-17.06,-21.18,7.48,2.27,5.58,3.05,42.96,0.7532,5.74,1.0566,-0.04,6.04,-40.07,3684373045
391,300815,300815.SZ,创,玉禾田,32.2,C-暂缓,22.0,11.2901,11.1368,54.97,12.34,-2.13,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,12.71,3.58,24.38,28.69,48.0,22.46,8.01,12.68,6.32,51.32,1.0542,12.18,-0.4189,6.27,7.21,-7.82,715751893
392,000403,000403.SZ,深,派林生物,32.0,C-暂缓,14.0,28.6078,31.4463,44.43,20.18,18.09,否,FCF/NI<70%；股数膨胀>2%,3.06,-10.63,nan,3.61,35.84,41.53,15.94,5.24,4.48,14.63,0.1714,25.5,-1.3084,9.07,-0.83,-43.69,-215990613
393,600970,600970.SH,沪,中材国际,31.9,C-暂缓,14.0,7.6172,8.3035,33.59,17.14,22.48,否,FCF/NI<70%；股数膨胀>2%,8.51,9.72,24.79,15.53,4.26,18.5,6.21,13.0,5.1,60.24,1.5151,18.06,0.4866,4.99,7.53,-4.38,1783230651
394,601019,601019.SH,沪,山东出版,31.9,C-暂缓,10.0,12.1776,13.2282,27.88,2.78,-3.47,否,经营现金流3Y为负,-0.1,-11.12,-9.3,0.91,0.3,36.5,10.46,7.72,5.31,30.83,0.4457,135.46,1.1694,0.0,-4.6,-7.66,1600678298
395,603100,603100.SH,沪,川仪股份,31.8,C-暂缓,14.0,13.8903,14.7925,36.11,9.85,11.52,否,应收增速>营收；股数膨胀>2%,2.23,3.92,2.33,13.15,-2.55,34.31,9.58,14.3,7.37,48.8,0.9531,103.6,0.7053,9.12,-10.36,-16.41,609706451
396,000672,000672.SZ,深,上峰材料,31.7,C-暂缓,10.0,23.0011,32.3539,43.13,-6.11,-20.71,否,经营现金流3Y为负,-13.04,-12.55,-0.48,-12.42,-17.09,28.89,13.67,6.61,3.75,41.26,0.7024,7.2,1.4082,-0.2,-13.87,8.38,1004860422
397,601098,601098.SH,沪,中南传媒,31.7,C-暂缓,8.0,11.3633,11.8691,23.74,3.77,1.71,否,FCF/NI<70%,0.36,4.28,nan,7.45,-17.58,44.39,13.36,10.09,6.26,35.68,0.5547,337.25,-0.9757,0.0,-5.6,13.09,-1237056464
398,601139,601139.SH,沪,深圳燃气,31.7,C-暂缓,8.0,12.5292,12.2495,21.5,14.69,1.76,否,应收增速>营收,-0.29,2.35,30.17,18.23,-23.53,17.64,5.06,8.0,3.23,59.92,1.495,6.56,0.8523,-0.0,5.12,-1.93,3610426292
399,603027,603027.SH,沪,千禾味业,31.5,C-暂缓,16.0,28.669,29.1754,45.51,8.72,11.05,否,经营现金流3Y为负；股数膨胀>2%,1.82,0.35,-16.95,-20.14,17.71,37.83,13.51,9.91,7.92,21.61,0.2757,70.45,0.7443,11.36,-16.32,-32.4,443009032
400,603162,603162.SH,沪,海通发展,31.5,C-暂缓,22.0,18.8167,18.8733,37.49,45.61,47.76,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,29.5,-11.53,17.95,54.6,92.23,16.29,10.47,10.76,7.36,33.45,0.5026,5.47,0.4952,22.87,21.43,-15.3,1311113176
401,000582,000582.SZ,深,北部湾港,31.4,C-暂缓,14.0,25.7848,30.1501,29.43,7.26,0.26,否,FCF/NI<70%；股数膨胀>2%,6.08,1.27,5.65,-3.71,-6.2,30.26,15.69,5.78,3.16,45.95,0.8501,5.6,0.2751,10.17,8.72,-11.26,3063130247
402,603112,603112.SH,沪,华翔股份,31.3,C-暂缓,24.0,15.3476,17.7756,32.15,16.19,18.15,否,经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,8.56,41.31,-36.04,8.79,17.17,21.93,13.63,14.27,8.7,32.38,0.4789,15.81,-0.1702,7.31,7.83,24.57,36633326
403,600686,600686.SH,沪,金龙汽车,31.2,C-暂缓,19.0,13.8374,25.7851,50.32,11.95,57.34,否,增速异常；利润增速显著快于营收,10.4,nan,nan,-1.76,1.82,12.72,2.39,13.56,2.1,84.81,5.5833,3.65,2.276,0.0,6.89,114.71,1663628960
404,002984,002984.SZ,深,森麒麟,31.1,C-暂缓,24.0,14.9061,16.0013,39.37,12.85,2.78,否,经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,11.03,11.99,-20.61,17.95,13.69,21.28,13.06,8.24,6.29,24.94,0.3323,11.37,-0.2044,16.83,1.19,-48.54,514534501
405,301308,301308.SZ,创,江波龙,31.0,C-暂缓,20.0,13.6464,14.4685,49.24,25.63,40.23,否,增速异常；FCF/NI<70%,39.81,174.02,nan,30.46,46.11,19.4,6.58,19.63,7.56,63.25,1.7211,8.49,-1.3566,0.5,30.36,196.45,-1201201037
406,000060,000060.SZ,深,中金岭南,30.9,C-暂缓,6.0,28.7377,29.1295,27.55,14.88,-5.7,否,股数膨胀>2%,2.98,-12.77,30.64,7.49,52.41,6.51,1.35,4.32,1.72,58.62,1.4166,2.97,1.741,5.92,1.14,-37.91,2409708435
407,002961,002961.SZ,深,瑞达期货,30.8,C-暂缓,8.0,13.2715,13.4691,42.29,-1.78,17.16,否,FCF/NI<70%,-16.48,23.19,nan,-91.29,nan,,44.79,16.59,2.7,85.02,5.6756,,-2.0398,1.41,-32.24,43.11,-1099652662
408,000408,000408.SZ,深,藏格矿业,30.7,C-暂缓,25.0,21.5586,20.6921,19.62,13.45,75.74,否,利润增速显著快于营收；经营现金流3Y为负；FCF/NI<70%,-24.14,-12.12,-27.14,-45.74,-8.2,59.24,107.28,25.53,23.42,8.35,0.0911,215.85,0.5282,-0.22,10.03,49.35,2100261819
409,600426,600426.SH,沪,华鲁恒升,30.5,C-暂缓,18.0,13.9322,14.0144,52.9,18.75,15.24,否,经营现金流3Y为负；FCF/NI<70%,0.79,-16.54,-15.67,-7.34,8.37,19.16,11.8,10.76,7.63,28.52,0.399,16.37,0.1508,-0.0,-9.52,-12.51,4197555234
410,301078,301078.SZ,创,孩子王,30.4,C-暂缓,6.0,27.9183,38.0991,53.57,4.22,-1.85,否,股数膨胀>2%,6.44,43.57,32.44,8.39,-1.95,29.54,3.47,8.9,3.56,62.69,1.6802,4.5,2.5922,4.28,10.03,73.77,1437849522
411,600480,600480.SH,沪,凌云股份,30.4,C-暂缓,14.0,13.1656,15.7465,46.43,7.94,23.09,否,应收增速>营收；股数膨胀>2%,5.93,22.62,3.0,15.73,5.17,16.58,5.61,11.14,5.52,50.58,1.0235,19.6,0.858,10.05,5.3,17.15,1521564464
412,600486,600486.SH,沪,扬农化工,30.4,C-暂缓,14.0,17.6542,17.8427,38.74,3.84,1.22,否,应收增速>营收；股数膨胀>2%,-9.11,-10.52,1.43,2.24,-21.01,21.99,10.84,11.69,7.18,36.91,0.585,34.46,0.9759,9.37,13.76,6.95,2216729167
413,603658,603658.SH,沪,安图生物,30.3,C-暂缓,18.0,19.1104,20.3007,19.06,7.25,7.49,否,经营现金流3Y为负；FCF/NI<70%,-1.64,-2.96,-4.87,3.37,7.53,65.64,25.7,12.27,8.99,26.64,0.3631,88.09,0.6788,-0.85,-5.47,-9.41,1341681763
414,603198,603198.SH,沪,迎驾贡酒,30.2,C-暂缓,26.0,15.6529,16.2947,17.56,11.76,15.76,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,3.02,5.21,-12.46,49.51,9.23,72.54,33.05,19.38,14.62,22.84,0.296,18440.88,0.2491,0.0,-18.04,-23.32,1234403273
415,603368,603368.SH,沪,柳药集团,30.2,C-暂缓,6.0,9.605,9.7109,24.09,5.96,-1.62,否,股数膨胀>2%,3.18,-1.72,28.62,6.21,6.57,11.05,3.44,8.96,3.38,61.84,1.6205,5.19,1.2402,3.12,-1.21,-16.94,1077658929
416,605507,605507.SH,沪,国邦医药,30.2,C-暂缓,18.0,17.2503,18.6098,48.03,7.4,0.18,否,经营现金流3Y为负；FCF/NI<70%,1.66,-3.88,-18.07,8.8,8.02,26.03,13.6,9.85,7.51,22.11,0.2839,40.04,0.3739,0.0,2.05,4.74,559278160
417,600132,600132.SH,沪,重庆啤酒,30.1,C-暂缓,24.0,16.7789,17.4522,32.7,6.11,7.18,否,ROE>40%；应收增速>营收；经营现金流3Y为负,1.6,-1.42,-11.24,10.09,-1.91,50.88,16.83,93.27,22.88,73.24,2.7369,625.58,0.8922,0.0,0.53,10.17,2624190299
418,300442,300442.SZ,创,润泽科技,30.0,C-暂缓,34.0,20.3096,51.4251,41.99,65.32,nan,否,增速异常；应收增速>营收；FCF/NI<70%；股数膨胀>2%,27.85,61.57,22.56,66.49,205.21,46.04,88.99,36.84,13.65,62.84,1.6911,18.1,-1.7367,25.83,29.99,177.62,3291906916
419,600874,600874.SH,沪,创业环保,30.0,C-暂缓,8.0,9.8953,11.0369,18.21,7.19,8.61,否,应收增速>营收,1.72,4.08,53.56,12.6,11.03,38.28,19.25,8.25,3.58,56.1,1.2779,4.66,2.5914,0.0,-1.4,5.22,3302323014
420,601717,601717.SH,沪,中创智领,30.0,C-暂缓,16.0,6.4805,8.1088,46.3,9.31,25.87,否,应收增速>营收；FCF/NI<70%,8.9,18.36,2.14,27.38,-4.26,22.66,10.53,18.29,8.72,51.48,1.061,24.86,0.209,0.13,11.69,3.26,2404162654
421,603277,603277.SH,沪,银都股份,30.0,C-暂缓,24.0,23.285,21.603,37.84,11.08,9.4,否,应收增速>营收；经营现金流3Y为负；股数膨胀>2%,0.83,2.73,-9.12,16.33,4.8,42.55,17.83,17.26,11.49,32.91,0.4905,27.03,0.7576,13.42,-0.84,-10.04,435457732
422,600780,600780.SH,沪,通宝能源,29.9,C-暂缓,8.0,10.1835,10.49,31.48,10.16,16.83,否,FCF/NI<70%,0.44,-8.78,0.75,-0.49,4.6,10.06,5.74,8.09,5.73,30.86,0.4463,63.3,0.6784,0.0,4.02,26.5,1354770339
423,601020,601020.SH,沪,华钰矿业,29.9,C-暂缓,33.0,21.2171,41.4346,47.66,-2.74,82.83,否,增速异常；利润增速显著快于营收；应收增速>营收；股数膨胀>2%,54.25,92.91,55.95,374.66,41.66,48.98,46.51,18.23,11.9,37.73,0.6059,23.11,0.7252,13.4,28.31,153.21,1044965950
424,601865,601865.SH,沪,福莱特,29.9,C-暂缓,14.0,27.1105,25.7473,47.88,19.98,-9.43,否,FCF/NI<70%；股数膨胀>2%,0.23,-22.38,154.36,-4.76,-10.2,16.91,6.38,4.47,2.33,46.65,0.8744,2.95,0.1125,2.95,-16.68,-2.31,2911113956
425,603737,603737.SH,沪,三棵树,29.7,C-暂缓,18.0,28.8385,37.5794,56.67,8.84,7.21,否,增速异常；股数膨胀>2%,3.38,34.71,25.02,-12.94,4.01,33.79,6.05,24.44,5.54,75.83,3.1374,7.59,1.8081,25.15,3.49,141.9,1867884480
426,002608,002608.SZ,深,江苏国信,29.6,C-暂缓,8.0,8.0893,8.0181,37.38,10.37,9.16,否,FCF/NI<70%,3.08,150.68,10.84,3.0,5.31,13.63,13.35,10.06,4.81,51.09,1.0446,7.47,-0.0677,0.0,-3.79,8.37,6423245684
427,000338,000338.SZ,深,潍柴动力,29.5,C-暂缓,0.0,22.2857,24.7861,19.76,3.26,3.94,否,无,9.79,34.02,nan,17.06,1.83,21.48,5.9,10.81,3.85,64.33,1.8035,4.49,1.609,-0.05,7.47,-4.18,28681522296
428,600848,600848.SH,沪,上海临港,29.5,C-暂缓,16.0,24.1106,37.6341,40.66,15.1,-7.98,否,应收增速>营收；FCF/NI<70%,9.78,-7.2,nan,51.7,10.11,35.65,13.56,3.7,1.24,66.96,2.0266,2.78,-0.953,0.0,-28.51,-47.67,-949615008
429,000157,000157.SZ,深,中联重科,29.4,C-暂缓,8.0,13.8937,19.4327,31.5,-4.36,-7.04,否,FCF/NI<70%,7.77,28.9,26.21,7.39,13.04,28.04,9.8,8.53,3.98,55.03,1.2237,10.06,0.0631,-0.11,14.58,27.39,4873901653
430,600161,600161.SH,沪,天坛生物,29.4,C-暂缓,32.0,24.703,25.2755,44.97,12.35,9.58,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,13.12,7.34,-32.99,246.67,19.92,43.85,24.15,9.98,9.18,7.64,0.0827,247.81,-0.1788,6.27,2.26,-29.47,338746659
431,600233,600233.SH,沪,圆通速递,29.4,C-暂缓,16.0,10.5224,10.6943,23.8,16.61,18.21,否,应收增速>营收；FCF/NI<70%,12.03,2.47,2.03,20.65,61.5,9.52,5.67,12.64,8.32,34.86,0.5352,35.96,-0.16,-0.18,9.05,6.9,7849871865
432,002392,002392.SZ,深,北京利尔,29.2,C-暂缓,18.0,22.1394,38.9852,33.54,10.09,-2.15,否,经营现金流3Y为负；FCF/NI<70%,13.88,16.08,-33.63,13.55,13.31,14.21,5.86,7.14,4.17,43.46,0.7687,28.8,0.2034,0.0,10.17,22.78,128876363
433,603799,603799.SH,沪,华友钴业,29.0,C-暂缓,14.0,11.1278,11.7944,50.6,30.77,46.21,否,FCF/NI<70%；股数膨胀>2%,8.73,9.63,11.25,5.14,13.14,17.47,9.28,13.74,5.08,61.85,1.6212,4.52,-0.8839,5.88,32.94,45.78,4011961997
434,000776,000776.SZ,深,广发证券,28.9,C-暂缓,8.0,10.2786,9.9093,19.15,4.01,6.78,否,FCF/NI<70%,12.19,18.89,nan,-0.12,nan,,42.13,9.48,1.72,83.35,5.006,,-1.9054,-0.07,30.49,41.8,-27780960723
435,000567,000567.SZ,深,海德股份,28.8,C-暂缓,14.0,16.3778,16.5727,29.32,17.68,24.37,否,应收增速>营收；股数膨胀>2%,-12.84,-18.5,nan,11.59,nan,96.14,54.03,7.0,4.01,42.17,0.7292,3.11,3.214,28.11,-18.3,22.24,1224828043
436,000895,000895.SZ,深,双汇发展,28.8,C-暂缓,18.0,16.4038,16.7382,15.91,-4.26,-4.13,否,应收增速>营收；经营现金流3Y为负,-1.77,-3.36,-0.95,35.02,-3.23,18.05,8.68,24.06,13.45,45.32,0.8288,45.15,1.2764,0.0,-0.43,2.08,7352441262
437,000957,000957.SZ,深,中通客车,28.8,C-暂缓,17.0,15.9137,17.3307,20.88,10.71,72.53,否,利润增速显著快于营收；经营现金流3Y为负,11.58,54.08,-1.23,-8.71,30.98,17.62,4.91,11.82,3.99,68.2,2.1447,410.59,3.1118,0.0,27.82,44.18,1126159167
438,600587,600587.SH,沪,新华医疗,28.7,C-暂缓,14.0,15.3662,18.2285,33.35,1.25,17.15,否,FCF/NI<70%；股数膨胀>2%,1.61,-0.07,21.77,3.94,-1.4,25.15,5.42,6.63,3.48,46.31,0.8625,14.83,0.6061,13.77,-2.84,-23.67,700636920
439,600761,600761.SH,沪,安徽合力,28.7,C-暂缓,22.0,11.9712,13.7983,32.31,9.14,11.6,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,8.14,12.09,28.15,26.61,19.58,23.55,7.29,12.5,7.27,40.11,0.6697,21.93,0.5907,6.36,14.39,-3.74,1621427300
440,300695,300695.SZ,创,兆丰股份,28.6,C-暂缓,36.0,16.5869,58.4905,60.11,8.47,17.11,否,增速异常；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,10.13,32.19,-9.26,9.01,13.61,28.16,49.93,12.84,11.04,13.79,0.16,100.0,0.1162,12.97,6.01,166.73,129156283
441,600350,600350.SH,沪,山东高速,28.6,C-暂缓,16.0,15.7878,16.7287,21.72,16.05,13.41,否,应收增速>营收；FCF/NI<70%,8.98,2.38,11.03,22.41,39.61,32.99,16.78,6.9,2.47,63.83,1.7647,3.39,0.6206,0.05,-16.03,-0.93,6998105990
442,600618,600618.SH,沪,氯碱化工,28.6,C-暂缓,18.0,13.97,14.1084,44.42,9.85,7.45,否,经营现金流3Y为负；FCF/NI<70%,7.11,-13.64,-7.45,13.88,-6.44,16.73,11.01,9.57,6.4,38.3,0.6207,28.02,-1.7298,0.0,-4.45,4.03,1131845308
443,600999,600999.SH,沪,招商证券,28.6,C-暂缓,8.0,11.6411,11.6868,23.22,0.57,5.32,否,FCF/NI<70%,9.12,15.1,nan,-16.88,nan,,49.33,9.18,1.67,81.68,4.4585,,-2.6049,0.0,19.53,18.56,-31368505125
444,600483,600483.SH,沪,福能股份,28.5,C-暂缓,14.0,9.6829,9.7488,17.84,7.55,17.99,否,FCF/NI<70%；股数膨胀>2%,-1.34,3.59,15.95,5.25,-4.69,28.74,26.53,11.0,6.57,41.82,0.7188,11.56,0.437,12.46,-5.58,4.78,5109226672
445,300850,300850.SZ,创,新强联,28.2,C-暂缓,36.0,13.1299,14.026,56.19,17.52,14.7,否,增速异常；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,20.37,36.93,-43.47,15.58,19.02,28.0,18.22,13.53,7.78,38.12,0.616,10.91,-0.4933,7.89,57.11,883.84,18384373
446,600600,600600.SH,沪,青岛啤酒,28.2,C-暂缓,18.0,14.8216,16.3784,27.64,3.19,15.18,否,经营现金流3Y为负；FCF/NI<70%,0.31,7.43,-2.0,2.02,-7.97,41.84,14.53,15.37,9.11,39.55,0.6543,504.85,0.5272,-0.0,1.04,5.02,4592509302
447,000758,000758.SZ,深,中色股份,28.0,C-暂缓,15.0,24.7619,36.4918,36.31,8.32,29.66,否,利润增速显著快于营收；FCF/NI<70%,11.14,10.44,27.99,-18.67,21.65,16.02,5.07,5.55,2.22,61.84,1.6205,5.78,0.2493,0.36,13.48,-1.38,471170044
448,002311,002311.SZ,深,海大集团,27.9,C-暂缓,26.0,19.5134,21.2443,33.13,16.32,9.79,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,7.05,12.83,-2.8,15.13,-3.43,10.33,3.54,17.97,9.5,46.42,0.8664,33.73,0.6647,0.05,12.1,-2.8,6260377323
449,000049,000049.SZ,深,德赛电池,27.8,C-暂缓,6.0,22.8186,27.5836,24.67,2.92,-22.17,否,股数膨胀>2%,0.99,-37.17,46.38,2.92,-3.03,9.02,0.94,3.19,1.25,60.59,1.5374,2.1,1.0813,8.71,7.38,-28.86,1226211658
450,002673,002673.SZ,深,西部证券,27.8,C-暂缓,8.0,16.5265,16.7157,34.01,2.91,9.87,否,应收增速>营收,4.08,58.2,nan,100.85,nan,,30.29,5.94,1.67,73.68,2.7994,,1.1419,0.0,-10.84,26.95,2219326004
451,605090,605090.SH,沪,九丰能源,27.8,C-暂缓,24.0,16.0645,17.4686,35.51,17.86,14.26,否,应收增速>营收；经营现金流3Y为负；股数膨胀>2%,-5.41,11.28,-1.22,10.42,-10.06,10.35,7.43,14.17,9.69,26.98,0.3695,15.78,0.8334,4.03,-8.06,-10.76,1634281154
452,002539,002539.SZ,深,云图控股,27.7,C-暂缓,14.0,17.6984,19.1714,25.59,18.51,10.79,否,FCF/NI<70%；股数膨胀>2%,1.44,-17.22,13.35,-10.61,0.54,11.84,3.95,9.17,3.3,65.45,1.8944,5.52,-1.2704,6.14,5.0,3.28,1256667830
453,600835,600835.SH,沪,上海机电,27.7,C-暂缓,8.0,26.3773,32.1745,45.98,-3.78,-7.79,否,FCF/NI<70%,-6.45,-8.1,4.8,-3.69,-20.24,15.32,6.17,7.16,3.47,49.4,0.9763,251.28,0.537,0.0,-6.71,-11.91,798644958
454,601002,601002.SH,沪,晋亿实业,27.6,C-暂缓,12.0,19.7451,20.3306,22.61,-1.52,-13.62,否,增速异常,-4.91,28.28,nan,2.42,-10.15,25.32,10.4,5.7,4.66,17.43,0.2111,3304.55,1.166,-0.17,-1.4,85.06,373828548
455,601696,601696.SH,沪,中银证券,27.6,C-暂缓,10.0,28.6568,29.8657,36.85,0.88,3.39,否,经营现金流3Y为负,4.63,8.83,-26.53,-14.66,nan,,30.83,5.66,1.25,79.63,3.9092,,2.5787,0.0,17.39,15.31,2757923938
456,600366,600366.SH,沪,宁波韵升,27.5,C-暂缓,12.0,26.0452,30.227,36.15,17.9,14.15,否,增速异常,-5.18,-2.45,nan,1.24,-12.29,17.81,6.07,5.44,3.35,41.88,0.7206,13.47,0.8103,-0.4,8.39,246.4,348583969
457,600116,600116.SH,沪,三峡水利,27.4,C-暂缓,8.0,15.2774,24.9963,16.16,14.12,-7.74,否,FCF/NI<70%,-2.84,-3.92,17.78,1.32,16.59,12.54,4.1,3.67,1.66,54.43,1.1944,3.72,-0.0721,0.0,-1.44,46.62,1396305317
458,600549,600549.SH,沪,厦门钨业,27.4,C-暂缓,14.0,24.9406,26.5558,42.61,19.53,28.5,否,FCF/NI<70%；股数膨胀>2%,-1.37,15.36,nan,0.49,18.81,17.9,7.24,13.02,6.55,52.41,1.1013,14.53,0.2946,3.83,31.45,23.85,2970674635
459,603181,603181.SH,沪,皇马科技,27.4,C-暂缓,26.0,16.5751,17.7816,39.32,4.32,6.39,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,3.28,-2.92,-2.1,13.96,-3.78,26.2,18.16,13.32,10.66,20.15,0.2523,307.35,0.3807,0.0,3.06,9.76,451049467
460,601377,601377.SH,沪,兴业证券,27.3,C-暂缓,10.0,13.6265,13.8007,26.89,-7.6,-4.12,否,经营现金流3Y为负,3.57,3.57,-5.15,-8.91,nan,,31.36,5.73,1.15,80.67,4.1733,,5.1228,0.0,-4.15,28.21,19332488672
461,300919,300919.SZ,创,中伟新材,27.2,C-暂缓,14.0,23.2891,24.8102,38.82,45.28,30.84,否,FCF/NI<70%；股数膨胀>2%,16.63,1.65,nan,14.35,15.09,12.34,3.35,5.11,2.08,58.8,1.4272,2.78,-1.5545,15.83,19.68,-9.85,1373615425
462,600167,600167.SH,沪,联美控股,26.9,C-暂缓,18.0,21.0993,22.2123,46.97,-2.08,-17.09,否,应收增速>营收；经营现金流3Y为负,-2.08,-12.17,-5.25,9.43,4.2,31.99,20.9,5.66,3.92,29.14,0.4112,8.45,1.5316,-0.37,-7.7,4.39,1228337970
463,002546,002546.SZ,深,新联电子,26.8,C-暂缓,27.0,7.8826,53.231,35.73,3.66,26.1,否,增速异常；利润增速显著快于营收；FCF/NI<70%,3.5,306.64,3.6,-5.04,-15.07,38.33,84.08,16.12,14.75,7.67,0.0831,890.17,0.2048,0.0,-10.23,118.48,125579236
464,600983,600983.SH,沪,惠而浦,26.8,C-暂缓,20.0,11.9188,14.2852,39.47,-1.88,nan,否,增速异常；应收增速>营收,1.79,164.95,23.83,22.14,-5.41,18.34,11.56,18.39,9.28,50.08,1.0032,2013.92,1.3352,0.0,23.23,157.55,788618015
465,601038,601038.SH,沪,一拖股份,26.8,C-暂缓,10.0,16.8886,19.2376,19.82,7.38,25.07,否,经营现金流3Y为负,-4.85,10.23,-36.65,-2.43,-1.24,15.15,7.94,10.74,5.77,45.48,0.8342,72.97,0.8465,0.0,-9.09,-7.64,915718982
466,002007,002007.SZ,深,华兰生物,26.7,C-暂缓,18.0,28.0363,27.8336,28.38,-1.77,-11.52,否,经营现金流3Y为负；FCF/NI<70%,0.57,-7.11,-2.84,-6.93,16.52,57.53,21.76,7.34,6.33,12.26,0.1397,114.58,0.6833,0.06,4.93,-13.46,877956500
467,002534,002534.SZ,深,西子洁能,26.7,C-暂缓,6.0,29.0156,52.6728,31.61,3.11,-1.83,否,股数膨胀>2%,-5.28,28.73,nan,-8.46,-13.72,19.02,8.97,10.32,3.81,57.26,1.3397,12.46,1.5046,4.18,-3.03,10.04,762152850
468,605007,605007.SH,沪,五洲特纸,26.7,C-暂缓,14.0,20.3379,21.1973,16.07,27.52,-6.01,否,FCF/NI<70%；股数膨胀>2%,14.22,6.56,nan,-0.97,22.45,7.89,2.79,6.86,2.06,70.78,2.4223,2.38,-7.6385,5.93,16.05,-31.47,-57356947
469,600699,600699.SH,沪,均胜电子,26.6,C-暂缓,13.0,21.5505,19.5745,51.43,5.02,51.29,否,利润增速显著快于营收；股数膨胀>2%,7.11,90.62,35.5,5.09,7.87,18.3,2.64,7.36,2.42,65.26,1.8785,2.82,0.8391,4.27,9.52,21.81,5398030187
470,601456,601456.SH,沪,国联民生,26.6,C-暂缓,26.0,23.3409,24.1676,30.83,32.54,28.14,否,增速异常；FCF/NI<70%；股数膨胀>2%,43.02,38.32,nan,36.9,nan,,26.46,5.66,1.35,73.98,2.8432,,-2.8062,26.12,185.99,399.89,-5445492821
471,002083,002083.SZ,深,孚日股份,26.5,C-暂缓,14.0,17.0187,16.8689,28.61,3.29,16.43,否,应收增速>营收；股数膨胀>2%,-0.24,28.13,1.59,19.19,-0.59,20.91,7.89,8.98,5.48,35.48,0.5499,12.18,1.5326,4.81,-2.55,29.77,833264445
472,601918,601918.SH,沪,新集能源,26.5,C-暂缓,8.0,10.7535,10.7771,16.94,8.01,17.48,否,FCF/NI<70%,0.76,-0.56,1.06,-7.4,-0.32,40.02,18.7,12.49,4.7,63.53,1.742,7.32,-1.7972,0.0,-3.51,-14.42,3103598705
473,603355,603355.SH,沪,莱克电气,26.5,C-暂缓,8.0,27.7662,33.0823,26.75,9.45,19.72,否,应收增速>营收,3.46,-6.58,22.74,14.36,7.69,22.18,8.13,14.97,5.2,66.68,2.0012,4.48,1.1843,-0.05,1.05,-34.91,1476050043
474,600125,600125.SH,沪,铁龙物流,26.3,C-暂缓,10.0,13.0299,13.5573,25.07,-5.4,5.32,否,经营现金流3Y为负,-1.43,15.01,-6.2,-3.26,8.14,8.84,4.53,6.97,5.02,25.96,0.3506,36.99,0.9116,0.0,-11.69,36.38,689966467
475,600019,600019.SH,沪,宝钢股份,26.2,C-暂缓,10.0,12.6074,13.0522,25.8,2.22,-3.99,否,经营现金流3Y为负,-4.89,-6.65,-9.09,-4.17,-6.83,7.24,3.59,5.12,3.14,37.97,0.6121,11.18,1.3282,-0.73,-1.43,33.2,33597182968
476,601607,601607.SH,沪,上海医药,26.2,C-暂缓,8.0,10.335,20.3177,17.73,8.12,4.47,否,FCF/NI<70%,6.92,-0.09,9.07,7.23,9.59,10.73,2.46,8.04,3.07,61.49,1.5967,6.58,0.564,0.1,3.03,18.8,6154201379
477,603071,603071.SH,沪,物产环能,26.2,C-暂缓,8.0,9.9639,10.4311,19.4,4.41,4.34,否,应收增速>营收,-12.25,-11.58,318.08,3.66,-9.21,5.0,2.18,12.06,6.66,45.54,0.8362,28.62,2.562,0.0,-16.56,-7.56,2175002855
